COUNTRY,Country,ISC11A,ISCED-A 2011,SEX,Gender,AGE,Age,PIAAC_CATEGORY,Category,INDICATOR,Indicator,MEASURE,Measure,YEAR,Reference year,Value,Flag Codes,Flags
EST,Estonia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.6951,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.8957,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.4969,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,7.0413,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.116,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.9494,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.6694,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.863,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.4778,,
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.9841,,
EST,Estonia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.3041,,
EST,Estonia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.395,,
EST,Estonia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.3362,,
EST,Estonia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,6.2151,,
EST,Estonia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.5929,,
EST,Estonia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.9583,,
EST,Estonia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.2709,,
EST,Estonia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.3853,,
EST,Estonia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.1494,,
EST,Estonia,T,All levels of education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.1045,,
EST,Estonia,T,All levels of education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.9541,,
EST,Estonia,T,All levels of education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,6.3754,,
EST,Estonia,T,All levels of education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,7.1184,,
EST,Estonia,T,All levels of education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.4647,,
EST,Estonia,T,All levels of education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.1266,,
EST,Estonia,T,All levels of education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.073,,
EST,Estonia,T,All levels of education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.9403,,
EST,Estonia,T,All levels of education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
EST,Estonia,T,All levels of education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.0779,,
LVA,Latvia,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.2384,,
LVA,Latvia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,15.1728,,
LVA,Latvia,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,20.1679,,
LVA,Latvia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,10.7477,,
LVA,Latvia,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.9647,,
LVA,Latvia,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,10.0881,,
LVA,Latvia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.8445,,
LVA,Latvia,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,7.8745,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,11.8602,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.1884,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,10.9713,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,15.2555,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,6.4887,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.6172,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,12.5839,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.9269,,
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,7.1166,,
LVA,Latvia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.9875,,
LVA,Latvia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.1832,,
LVA,Latvia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.9902,,
LVA,Latvia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,9.9442,,
LVA,Latvia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,7.0871,,
LVA,Latvia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,7.6612,,
LVA,Latvia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.8736,,
LVA,Latvia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.2538,,
LVA,Latvia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,L5T8,Tertiary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,7.4604,,
LVA,Latvia,T,All levels of education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,10.6174,,
LVA,Latvia,T,All levels of education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.7593,,
LVA,Latvia,T,All levels of education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,10.7536,,
LVA,Latvia,T,All levels of education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,13.8821,,
LVA,Latvia,T,All levels of education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,6.954,,
LVA,Latvia,T,All levels of education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.1672,,
LVA,Latvia,T,All levels of education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,11.1288,,
LVA,Latvia,T,All levels of education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.8088,,
LVA,Latvia,T,All levels of education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LVA,Latvia,T,All levels of education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
LTU,Lithuania,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,6.5682,,
LTU,Lithuania,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,21.3814,,
LTU,Lithuania,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,,c,Data below the publication limit
LTU,Lithuania,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,10.2197,,
LTU,Lithuania,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,19.4457,,
LTU,Lithuania,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,4.6856,,
LTU,Lithuania,L0T2,Below upper secondary education,T,Total,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.9932,,
LTU,Lithuania,L0T2,Below upper secondary education,F,Women,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,10.3237,,
LTU,Lithuania,L0T2,Below upper secondary education,M,Men,Y45T64,45-64 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,,c,Data below the publication limit
